Tiempo, N_Partida, Cant_Palabras, Evento, User, Genero, Edad, Estado, Palabra, Nivel
1625019862,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Buho,Facil
1625019863,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Buho,Facil
1625019863,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Guepardo,Facil
1625019864,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Guepardo,Facil
1625019865,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Tucan,Facil
1625019866,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Tucan,Facil
1625019866,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Gusano,Facil
1625019868,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Gusano,Facil
1625019868,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Boa_Constrictora,Facil
1625019870,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Boa_Constrictora,Facil
1625019870,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Oso_Hormiguero,Facil
1625019872,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Oso_Hormiguero,Facil
1625019873,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Buho,Facil
1625019874,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Buho,Facil
1625019875,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Gusano,Facil
1625019876,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Gusano,Facil
1625019876,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Mono_Titi,Facil
1625019878,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Mono_Titi,Facil
1625019878,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Gusano,Facil
1625019880,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Gusano,Facil
1625019881,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Perico,Facil
1625019882,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Perico,Facil
1625019882,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Boa_Constrictora,Facil
1625019884,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Boa_Constrictora,Facil
1625019884,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Oso_Hormiguero,Facil
1625019887,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Oso_Hormiguero,Facil
1625019887,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Gusano,Facil
1625019889,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Gusano,Facil
1625019889,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Gusano,Facil
1625019890,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Gusano,Facil
1625019891,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Perico,Facil
1625019892,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Perico,Facil
1625019893,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Buho,Facil
1625019894,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Buho,Facil
1625019894,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Tucan,Facil
1625019896,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Tucan,Facil
1625019896,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Perico,Facil
1625019896,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Perico,Facil
1625019897,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Venado,Facil
1625019899,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Venado,Facil
1625019899,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Boa_Constrictora,Facil
1625019900,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Boa_Constrictora,Facil
1625019901,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Oso_Hormiguero,Facil
1625019903,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Oso_Hormiguero,Facil
1625019903,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Mono_Titi,Facil
1625019905,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Mono_Titi,Facil
1625019905,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Jabali,Facil
1625019907,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Jabali,Facil
1625019907,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Mono_Titi,Facil
1625019908,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Mono_Titi,Facil
1625019908,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Tucan,Facil
1625019909,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Tucan,Facil
1625019910,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Venado,Facil
1625019911,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Venado,Facil
1625019912,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Mosca,Facil
1625019914,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Mosca,Facil
1625019914,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Gorrion,Facil
1625019915,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Gorrion,Facil
1625019916,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Oso_Hormiguero,Facil
1625019917,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Oso_Hormiguero,Facil
1625019922,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Mosca,Facil
1625019923,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Mosca,Facil
1625019924,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Oso_Hormiguero,Facil
1625019924,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Oso_Hormiguero,Facil
1625019925,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Jabali,Facil
1625019926,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Jabali,Facil
1625019926,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Mosca,Facil
1625019927,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Mosca,Facil
1625019928,Partida n,12.0,Fin_Partida,Hilario,Masculino,18,Ganada,Mosca,Facil
1625019982,Partida n,12.0,Inicio_Partida,Hilario,Masculino,18,-,-,Facil
1625019982,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Mosquito.png,Facil
1625019984,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Mosquito.png,Facil
1625019984,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Pajaro_Carpintero.png,Facil
1625019986,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Pajaro_Carpintero.png,Facil
1625019987,Partida n,12.0,Fin_Partida,Hilario,Masculino,18,Cancelada,-,Facil
1625262154,Partida n,12.0,Inicio_Partida,Hilario,Masculino,18,-,-,Facil
1625262154,Partida n,12.0,Fin_Partida,Hilario,Masculino,18,Cancelada,-,Facil
1625262168,Partida n,36.0,Inicio_Partida,Hilario,Masculino,18,-,-,Dificil
1625262168,Partida n,36.0,Fin_Partida,Hilario,Masculino,18,Cancelada,-,Dificil
